Nro_Veces_cob;Estado_Credit;Nro_Cuotas;Mes_pres;MES_0_Atraso;MES_1_Atraso;MES_2_Atraso;Llamada_fecha;Hora;Llamada_Resultado;Deuda_total;Estatus;Activación;Tipo_contacto;Cod_cliente;Mora
>10;0;<24, 48];Febrero;481.51;479.84;965.2;7/02/2014;7;PDP  Promesa De Pago;3756.57;BT;2011;CEF;C00253;0
<=10;0;>48;Febrero;1480.06;1491.15;1509.31;14/02/2014;12;MCT  Msj Con Terceros;46894.9;BT;2012;CNE;C00254;0
<=10;0;<24, 48];Febrero;402.03;804.17;404.82;26/02/2014;19;MCO  Msj Con Conyuge;3298.32;BT;2011;CEF;C00255;1
<=10;0;<24, 48];Febrero;99.42;48.54;0;7/02/2014;7;RPP  Recordar Promesa;5365.6;BT;2013;CEF;C00256;0
<=10;0;<24, 48];Febrero;178.24;0;0;3/02/2014;14;TELF. NO CORRESPONDE;4847.26;BT;2013;CNE;C00257;0
>10;0;<24, 48];Febrero;419.79;418.11;415.89;17/02/2014;12;MCT  Msj Con Terceros;2823.36;BT;2011;CNE;C00258;0
<=10;0;>48;Febrero;724.5;1453.47;2191.52;3/02/2014;12;TELF. NO CORRESPONDE;19786.5;BT;2012;CNE;C00259;0
<=10;0;>48;Febrero;320.87;245.76;319.48;7/02/2014;9;MCT  Msj Con Terceros;10106.8;BT;2013;CNE;C00262;0
>10;0;<24, 48];Febrero;45.01;39.02;175.34;20/02/2014;14;TELF. NO CORRESPONDE;2073.56;BT;2012;CNE;C00263;0
<=10;0;>48;Febrero;24.43;0;0;6/02/2014;15;PDP  Promesa De Pago;34013.9;BT;2013;CEF;C00265;0
>10;0;<24, 48];Febrero;1536.77;0;0;10/02/2014;7;MCT  Msj Con Terceros;7883.01;BT;2012;CNE;C00266;1
>10;0;<24, 48];Febrero;138.62;100.94;0.12;4/02/2014;7;PDP  Promesa De Pago;1382.05;BT;2011;CEF;C00268;0
>10;1;>48;Febrero;152.46;0;0;11/02/2014;15;RPP  Recordar Promesa;4162.02;BT;2011;CEF;C00269;0
<=10;0;<24, 48];Febrero;608.95;915.38;915.38;4/02/2014;15;MCF  Msj Con Familiar;6006.18;BT;2013;CNE;C00270;1
<=10;0;<24, 48];Febrero;647.37;0;648.13;19/02/2014;20;TAT  Tratamiento al Titu;18500.5;BT;2013;CEF;C00271;0
<=10;0;>48;Febrero;536.14;0;0;6/02/2014;7;MCO  Msj Con Conyuge;34399.2;BT;2013;CEF;C00272;0
<=10;0;>48;Febrero;1479.94;479.95;479.95;28/02/2014;8;MCV  Msj Con Vecino;75634.7;BT;2013;CNE;C00273;0
<=10;0;<=24;Febrero;212.58;0;211.97;3/02/2014;12;MCO  Msj Con Conyuge;2916.74;BT;2013;CEF;C00274;0
<=10;0;>48;Febrero;260.15;260.15;260.34;7/02/2014;8;TAT  Tratamiento al Titu;5763.22;BT;2013;CEF;C00275;0
<=10;0;<24, 48];Febrero;180.38;0;0;10/02/2014;12;PDP  Promesa De Pago;18446.4;BT;2013;CEF;C00276;0
>10;0;<24, 48];Febrero;230.21;222.6;38.62;11/02/2014;12;MCT  Msj Con Terceros;1220.26;BT;2011;CNE;C00277;0
>10;0;<24, 48];Febrero;424.95;424.47;424.44;26/02/2014;17;MCC  Msj Con Comp De Trab;10245.9;BT;2012;CNE;C00278;0
<=10;0;<=24;Febrero;165.79;0;0;5/02/2014;11;MCF  Msj Con Familiar;1743.65;BT;2013;CNE;C00279;0
>10;0;>48;Febrero;22.7;0;0;6/02/2014;18;TAT  Tratamiento al Titu;2836.26;BT;2011;CEF;C00280;0
>10;0;<24, 48];Febrero;1264.28;0;0;12/02/2014;12;MCT  Msj Con Terceros;7452.32;BT;2012;CNE;C00281;1
>10;1;<24, 48];Febrero;316.87;639.86;645.23;21/02/2014;19;MCF  Msj Con Familiar;5613.95;BT;2013;CNE;C00282;0
>10;0;>48;Febrero;104.81;326.34;376.9;3/02/2014;15;PDP  Promesa De Pago;793.19;BT;2010;CEF;C00284;0
<=10;0;<24, 48];Febrero;1786.59;1242.92;1242.92;11/02/2014;14;MCT  Msj Con Terceros;22110.5;BT;2012;CNE;C00285;0
>10;0;<24, 48];Febrero;1264.69;0;0;13/02/2014;8;MCC  Msj Con Comp De Trab;7348.21;BT;2011;CNE;C00286;1
<=10;0;<24, 48];Febrero;415.36;624.75;835.69;7/02/2014;12;MCT  Msj Con Terceros;3646.5;BT;2012;CNE;C00289;1
<=10;0;<=24;Febrero;975.05;0;0;14/02/2014;18;PDP  Promesa De Pago;975.59;BT;2014;CEF;C00290;0
<=10;0;<=24;Febrero;115.44;0;0;5/02/2014;9;PDP  Promesa De Pago;1844.68;BT;2013;CEF;C00291;0
<=10;0;<24, 48];Febrero;135.98;0;136.36;13/02/2014;14;MCF  Msj Con Familiar;3461.2;BT;2013;CNE;C00292;0
<=10;0;<=24;Febrero;597.34;798.73;0;26/02/2014;16;MCO  Msj Con Conyuge;2982.54;BT;2013;CEF;C00293;1
<=10;0;<24, 48];Febrero;646.44;0;0;6/02/2014;8;PDP  Promesa De Pago;12406.2;BT;2012;CEF;C00297;0
>10;0;<24, 48];Febrero;363.79;361.05;0;4/02/2014;16;TELF. NO CORRESPONDE;2632.92;BT;2011;CNE;C00298;0
>10;1;>48;Febrero;1747.71;0;0;11/02/2014;7;CIH  Generar Cita;19667.6;BT;2012;CNE;C00299;1
>10;0;<24, 48];Febrero;367.05;949.46;951.11;24/02/2014;15;TELF. NO CORRESPONDE;9735.06;BT;2011;CNE;C00300;0
>10;0;<24, 48];Febrero;160.98;169.77;140.77;14/02/2014;11;MCF  Msj Con Familiar;2015.24;BT;2011;CNE;C00301;0
>10;0;>48;Febrero;363.94;365.39;0;17/02/2014;7;MCF  Msj Con Familiar;6167.04;BT;2011;CNE;C00302;0
<=10;0;<24, 48];Febrero;1377.27;0;0;6/02/2014;11;MCT  Msj Con Terceros;12072.6;BT;2013;CNE;C00304;1
<=10;0;<24, 48];Febrero;658.55;738.27;693.3;10/02/2014;16;MCT  Msj Con Terceros;6950.82;BT;2011;CNE;C00308;0
<=10;0;>48;Febrero;3742.2;0;0;11/02/2014;7;MCT  Msj Con Terceros;41434.3;BT;2013;CNE;C00309;1
<=10;0;>48;Febrero;840.58;0;0;3/02/2014;9;PDP  Promesa De Pago;25173.7;BT;2013;CEF;C00310;0
>10;0;<24, 48];Febrero;2608.04;2619.83;0;26/02/2014;14;MCT  Msj Con Terceros;64117.8;BT;2012;CNE;C00311;0
<=10;0;<24, 48];Febrero;236.03;76.41;217.48;18/02/2014;11;MCT  Msj Con Terceros;4046.54;BT;2012;CNE;C00312;0
<=10;0;<24, 48];Febrero;115.74;0;0;3/02/2014;12;PDP  Promesa De Pago;5259.07;BT;2013;CEF;C00313;0
<=10;0;<24, 48];Febrero;1320.33;113.84;16.49;5/02/2014;17;TAT  Tratamiento al Titu;43530.7;BT;2013;CEF;C00315;0
<=10;1;>48;Febrero;550.65;0;0;13/02/2014;16;TAT  Tratamiento al Titu;58166.8;BT;2011;CEF;C00316;0
<=10;0;<24, 48];Febrero;127.23;220.38;0;6/02/2014;8;PAR  Promesa Parcial;3852.23;BT;2012;CEF;C00317;0
<=10;0;<24, 48];Febrero;300.05;0;0;7/02/2014;10;PDP  Promesa De Pago;6817.22;BT;2011;CEF;C00318;0
<=10;0;<24, 48];Febrero;764.25;0;0;4/02/2014;10;MCF  Msj Con Familiar;6693.98;BT;2012;CNE;C00320;1
<=10;0;<=24;Febrero;178.67;0;0;12/02/2014;7;PDP  Promesa De Pago;1474.97;BT;2012;CEF;C00321;0
>10;0;>48;Febrero;342.35;0;347.68;4/02/2014;15;CAN  Cliente Cancelo;5837.84;BT;2011;CNE;C00322;0
<=10;0;<=24;Febrero;765.07;482.19;34.81;17/02/2014;13;MCT  Msj Con Terceros;8489.96;BT;2013;CNE;C00323;1
>10;0;>48;Febrero;44.53;50.25;56.72;17/02/2014;11;TELF. NO CORRESPONDE;5632.44;BT;2012;CNE;C00324;0
>10;0;<24, 48];Febrero;2191.63;615.1;1204.94;18/02/2014;15;MCT  Msj Con Terceros;23339.8;BT;2012;CNE;C00325;1
<=10;0;<24, 48];Febrero;554.13;553.93;557.33;18/02/2014;13;TELF. NO CORRESPONDE;15171.3;BT;2012;CNE;C00327;0
>10;0;<24, 48];Febrero;3345.78;0;3432.44;20/02/2014;11;TAT  Tratamiento al Titu;17773.5;BT;2012;CEF;C00328;1
<=10;0;<24, 48];Febrero;233.16;0;0;28/02/2014;9;MCT  Msj Con Terceros;79695.9;BT;2013;CNE;C00329;0
<=10;0;>48;Febrero;637.44;630.72;632.22;14/02/2014;7;MCF  Msj Con Familiar;15281.5;BT;2013;CNE;C00330;0
>10;0;<24, 48];Febrero;1538.28;1025.32;0;28/02/2014;11;MCS  Msj Con Secretaria;2633.15;BT;2011;CNE;C00331;1
<=10;0;<24, 48];Febrero;587.06;353.83;184.15;14/02/2014;10;MCT  Msj Con Terceros;15106.8;BT;2012;CNE;C00333;0
<=10;0;<24, 48];Febrero;236.03;0;437.4;3/02/2014;11;PDP  Promesa De Pago;15373.5;BT;2013;CEF;C00334;0
>10;1;<24, 48];Febrero;480.27;480.3;0;12/02/2014;9;PDP  Promesa De Pago;7580.3;BT;2012;CEF;C00335;0
<=10;0;>48;Febrero;367.46;0;0;4/02/2014;16;TELF. NO CORRESPONDE;17551.9;BT;2013;CNE;C00336;0
>10;0;<=24;Febrero;570.67;457.21;165;20/02/2014;14;CIH  Generar Cita;569.34;BT;2012;CNE;C00337;0
>10;0;<24, 48];Febrero;189.22;374.68;0;17/02/2014;7;PDP  Promesa De Pago;3732.35;BT;2012;CEF;C00338;0
<=10;0;<=24;Febrero;91.47;0;0;12/02/2014;12;MCT  Msj Con Terceros;1543.75;BT;2013;CNE;C00339;0
<=10;0;<24, 48];Febrero;634.42;0;0;20/02/2014;19;PAR  Promesa Parcial;5593.23;BT;2012;CEF;C00340;1
<=10;0;<24, 48];Febrero;599.77;0;0;10/02/2014;19;IPT  Inbound PDP Total;20164.6;BT;2012;CEF;C00342;0
>10;0;<24, 48];Febrero;767.75;363.45;509.06;12/02/2014;13;TELF. NO CORRESPONDE;20181.7;BT;2012;CNE;C00343;0
>10;0;<24, 48];Febrero;544.64;88.57;359.05;19/02/2014;10;MCT  Msj Con Terceros;1539.75;BT;2010;CNE;C00344;1
<=10;0;<24, 48];Febrero;570.64;0;0;13/02/2014;11;PAR  Promesa Parcial;5817.88;BT;2013;CEF;C00346;1
>10;0;>48;Febrero;613.51;618.19;0;3/02/2014;9;PDP  Promesa De Pago;13542.2;BT;2012;CEF;C00348;0
<=10;0;>48;Febrero;1556.68;0;0;19/02/2014;8;PAR  Promesa Parcial;29089;BT;2011;CEF;C00350;0
<=10;0;>48;Febrero;1688.73;3456.23;5243.34;26/02/2014;11;MCT  Msj Con Terceros;58944.7;BT;2012;CNE;C00351;0
<=10;0;<24, 48];Febrero;285.19;285.89;823.42;4/02/2014;9;MCT  Msj Con Terceros;11319.9;BT;2013;CNE;C00352;0
>10;0;>48;Febrero;1185.7;0;0;5/02/2014;16;MCT  Msj Con Terceros;12395;BT;2011;CNE;C00353;1
>10;0;<=24;Febrero;329.95;0;0;21/02/2014;14;TELF. NO CORRESPONDE;3014.88;BT;2012;CNE;C00354;0
<=10;0;<=24;Febrero;239.9;0;0;3/02/2014;13;PDP  Promesa De Pago;2717.83;BT;2013;CEF;C00355;0
<=10;0;<24, 48];Febrero;157.34;232.26;233.45;3/02/2014;14;PDP  Promesa De Pago;5870.3;BT;2012;CEF;C00356;0
<=10;0;<=24;Febrero;66.74;0;0;6/02/2014;15;MCT  Msj Con Terceros;1852.37;BT;2013;CNE;C00357;0
>10;0;<24, 48];Febrero;772.14;1578.54;0;10/02/2014;19;PDP  Promesa De Pago;13160.9;BT;2012;CEF;C00358;0
>10;0;<24, 48];Febrero;487.84;493.57;0;6/02/2014;10;MCF  Msj Con Familiar;6692.74;BT;2011;CNE;C00359;0
>10;0;<24, 48];Febrero;232.34;258.43;539.67;4/02/2014;9;MCT  Msj Con Terceros;20661;BT;2012;CNE;C00360;0
<=10;0;>48;Febrero;141.5;258.2;791.05;3/02/2014;8;MCF  Msj Con Familiar;62537.4;BT;2013;CNE;C00362;0
>10;0;<24, 48];Febrero;122.23;62.91;0;21/02/2014;11;TELF. NO CORRESPONDE;11274;BT;2011;CNE;C00364;0
>10;1;<24, 48];Febrero;1676.32;1682.29;0;4/02/2014;17;MCT  Msj Con Terceros;1634.18;BT;2010;CNE;C00365;1
<=10;0;<24, 48];Febrero;108.9;0;0;3/02/2014;11;PDP  Promesa De Pago;2029.72;BT;2013;CEF;C00366;0
<=10;0;>48;Febrero;431.71;0;0;4/02/2014;7;PDP  Promesa De Pago;17062.6;BT;2013;CEF;C00368;0
<=10;0;<24, 48];Febrero;1061;1060.04;1056.79;11/02/2014;16;MCF  Msj Con Familiar;6914.38;BT;2013;CNE;C00369;1
<=10;0;<24, 48];Febrero;28.79;444.98;51.02;17/02/2014;9;PDP  Promesa De Pago;7393.86;BT;2013;CEF;C00370;0
<=10;0;<24, 48];Febrero;1096.16;655.7;1762.02;24/02/2014;11;TAT  Tratamiento al Titu;32626.1;BT;2013;CEF;C00371;0
<=10;0;<24, 48];Febrero;254.35;33.51;0;26/02/2014;9;MCT  Msj Con Terceros;2903.84;BT;2012;CNE;C00372;0
>10;0;>48;Febrero;852.63;0;0;7/02/2014;11;MCF  Msj Con Familiar;38558.5;BT;2012;CNE;C00373;1
>10;0;>48;Febrero;1183.24;582.45;582.39;12/02/2014;10;MCF  Msj Con Familiar;13322.5;BT;2012;CNE;C00374;1
>10;1;>48;Febrero;438.25;0;0;11/02/2014;10;MCT  Msj Con Terceros;6063.18;BT;2011;CNE;C00375;0
>10;0;<24, 48];Febrero;936.47;1877.59;0;14/02/2014;13;MCF  Msj Con Familiar;20946.1;BT;2012;CNE;C00376;0
<=10;0;<24, 48];Febrero;394.12;408.44;171.57;4/02/2014;14;PDP  Promesa De Pago;8010.62;BT;2013;CEF;C00377;0
>10;0;<24, 48];Febrero;678.69;0;0;21/02/2014;10;MCT  Msj Con Terceros;679.62;BT;2011;CNE;C00379;0
<=10;0;<24, 48];Febrero;508.55;252.02;506.23;6/02/2014;13;TELF. NO CORRESPONDE;10671.1;BT;2012;CNE;C00380;0
>10;0;<=24;Febrero;533.08;806.4;1083.2;5/02/2014;10;MCF  Msj Con Familiar;2237.87;BT;2012;CNE;C00381;1
>10;0;<24, 48];Febrero;99.71;0;0;24/02/2014;10;PDP  Promesa De Pago;1201.78;BT;2011;CEF;C00382;0
>10;0;<24, 48];Febrero;592.56;0;593.78;4/02/2014;10;PDP  Promesa De Pago;5278.81;BT;2010;CEF;C00383;0
>10;0;<24, 48];Febrero;336.38;0;0;3/02/2014;14;PDP  Promesa De Pago;1591.12;BT;2011;CEF;C00385;0
>10;0;<24, 48];Febrero;458.2;688.31;688.31;4/02/2014;18;PDP  Promesa De Pago;2615.13;BT;2011;CEF;C00386;1
<=10;0;<24, 48];Febrero;724.24;480.56;585.09;5/02/2014;8;PDP  Promesa De Pago;16131.9;BT;2012;CEF;C00387;1
<=10;0;<24, 48];Febrero;114.7;0;0;6/02/2014;14;PDP  Promesa De Pago;2933.64;BT;2013;CEF;C00388;0
>10;1;<24, 48];Febrero;838.9;840.41;0;14/02/2014;20;MCT  Msj Con Terceros;20104.7;BT;2012;CNE;C00390;0
<=10;0;<24, 48];Febrero;232.44;277.42;323.54;3/02/2014;13;MCT  Msj Con Terceros;8030.62;BT;2013;CNE;C00392;0
>10;0;>48;Febrero;825.19;0;0;14/02/2014;20;RPP  Recordar Promesa;6746.34;BT;2012;CEF;C00394;1
<=10;0;<24, 48];Febrero;812.29;0;0;17/02/2014;7;MCF  Msj Con Familiar;5335.16;BT;2012;CNE;C00395;1
<=10;0;<24, 48];Febrero;1030.04;0;0;18/02/2014;14;PDP  Promesa De Pago;33600.2;BT;2013;CEF;C00396;0
<=10;0;<24, 48];Febrero;889.55;2.95;884.6;13/02/2014;12;TELF. NO CORRESPONDE;24531;BT;2013;CNE;C00397;0
<=10;0;<24, 48];Febrero;1094.54;0;0;21/02/2014;18;MCT  Msj Con Terceros;8903.82;BT;2013;CNE;C00398;1
>10;0;<24, 48];Febrero;284.93;489.9;504.41;10/02/2014;14;PDP  Promesa De Pago;3101.43;BT;2011;CEF;C00399;0
<=10;0;<24, 48];Febrero;826.5;1177.42;2019.56;6/02/2014;14;MCF  Msj Con Familiar;19197.5;BT;2013;CNE;C00400;0
>10;0;<24, 48];Febrero;676.08;685.32;685.32;13/02/2014;9;MCF  Msj Con Familiar;11969;BT;2012;CNE;C00401;0
>10;0;<24, 48];Febrero;321.77;0.22;0.22;21/02/2014;20;MCF  Msj Con Familiar;4232;BT;2012;CNE;C00402;0
<=10;0;>48;Febrero;1259.15;0;281.24;3/02/2014;14;TAT  Tratamiento al Titu;63131.1;BT;2012;CEF;C00403;0
<=10;0;<24, 48];Febrero;117.93;62.36;150.4;12/02/2014;9;MCF  Msj Con Familiar;7733.54;BT;2013;CNE;C00404;0
<=10;0;>48;Febrero;115.36;116.06;109.83;7/02/2014;10;MCT  Msj Con Terceros;2854.91;BT;2013;CNE;C00406;0
<=10;0;<=24;Febrero;32.15;0;0;3/02/2014;12;MCF  Msj Con Familiar;1780.75;BT;2012;CNE;C00409;0
<=10;0;<24, 48];Febrero;356.93;536.62;536.62;13/02/2014;13;MCF  Msj Con Familiar;3539.79;BT;2013;CNE;C00410;1
<=10;0;<=24;Febrero;82.13;0;146.26;7/02/2014;10;TELF. NO CORRESPONDE;2687.45;BT;2013;CNE;C00411;0
<=10;0;<24, 48];Febrero;674.78;0;0;18/02/2014;13;IPP  Inbound Promesa Par;10412.4;BT;2013;CEF;C00412;1
<=10;0;<=24;Febrero;2971.69;9.89;0;3/02/2014;17;TELF. NO CORRESPONDE;37225.1;BT;2013;CNE;C00413;0
<=10;0;<24, 48];Febrero;365.93;366.22;0;4/02/2014;16;TELF. NO CORRESPONDE;1073.23;BT;2010;CNE;C00415;0
<=10;0;>48;Febrero;972.05;0;0;4/02/2014;8;PDP  Promesa De Pago;19113.7;BT;2011;CEF;C00416;0
<=10;0;<24, 48];Febrero;263.81;0.71;0;4/02/2014;8;MCT  Msj Con Terceros;1368.74;BT;2011;CNE;C00418;1
<=10;0;>48;Febrero;890.73;1790.44;0;12/02/2014;13;MCT  Msj Con Terceros;22276.9;BT;2013;CNE;C00419;0
>10;0;<24, 48];Febrero;508.37;517.19;1035.96;3/02/2014;17;PDP  Promesa De Pago;8667.53;BT;2011;CEF;C00420;0
>10;0;<24, 48];Febrero;273.86;0;0;18/02/2014;15;MCT  Msj Con Terceros;2880.2;BT;2012;CNE;C00421;0
<=10;0;<24, 48];Febrero;254.4;0;0;13/02/2014;17;MCF  Msj Con Familiar;992.02;BT;2011;CNE;C00422;0
<=10;0;<24, 48];Febrero;4387.11;0;0;3/02/2014;18;MCF  Msj Con Familiar;35678.6;BT;2012;CNE;C00423;1
<=10;0;<24, 48];Febrero;135.69;0;0;3/02/2014;16;TELF. NO CORRESPONDE;18155.7;BT;2013;CNE;C00424;0
<=10;0;<24, 48];Febrero;310.44;0;0;21/02/2014;7;PDP  Promesa De Pago;7036.6;BT;2013;CEF;C00425;0
<=10;0;>48;Febrero;382.89;787.19;388.4;24/02/2014;15;PDP  Promesa De Pago;11415.6;BT;2013;CEF;C00426;0
>10;0;>48;Febrero;780.26;958.1;880.35;6/02/2014;12;MCC  Msj Con Comp De Trab;55337.5;BT;2012;CNE;C00427;0
<=10;0;<24, 48];Febrero;108.76;0;0;10/02/2014;10;MCF  Msj Con Familiar;5306.4;BT;2013;CNE;C00428;0
<=10;0;>48;Febrero;440.4;0;0;21/02/2014;19;PDP  Promesa De Pago;13341.2;BT;2013;CEF;C00429;0
<=10;0;<24, 48];Febrero;462.85;0;0;6/02/2014;9;TAT  Tratamiento al Titu;5403.23;BT;2013;CEF;C00430;1
>10;0;<24, 48];Febrero;309.72;0.5;0;26/02/2014;19;MCT  Msj Con Terceros;5048.53;BT;2012;CNE;C00431;0
<=10;0;>48;Febrero;1468.85;14.56;1457.48;3/02/2014;10;TELF. NO CORRESPONDE;47750.7;BT;2012;CNE;C00432;0
<=10;0;<24, 48];Febrero;240.76;240.96;0;3/02/2014;12;PDP  Promesa De Pago;1887.78;BT;2011;CEF;C00433;0
>10;0;<24, 48];Febrero;588.84;0.43;589.19;3/02/2014;8;PDP  Promesa De Pago;4540.78;BT;2011;CEF;C00434;0
<=10;0;>48;Febrero;2371.28;3362.27;0;20/02/2014;8;MCF  Msj Con Familiar;23206.3;BT;2012;CNE;C00435;1
>10;0;<24, 48];Febrero;243.33;487.41;734.38;18/02/2014;10;TELF. NO CORRESPONDE;2804.43;BT;2012;CNE;C00436;0
<=10;0;<24, 48];Febrero;251.82;0;251.41;18/02/2014;17;MCT  Msj Con Terceros;4887.06;BT;2013;CNE;C00437;0
<=10;0;<24, 48];Febrero;612.71;305.21;766;24/02/2014;7;TAT sin contacto con Titular;1290.15;BT;2011;CNE;C00438;1
<=10;0;>48;Febrero;324.31;0;0;10/02/2014;14;MCT  Msj Con Terceros;8783.67;BT;2013;CNE;C00439;0
<=10;0;>48;Febrero;165.97;0;0;19/02/2014;15;MCT  Msj Con Terceros;17483.9;BT;2013;CNE;C00440;0
<=10;0;>48;Febrero;178.62;0;330.82;12/02/2014;10;PDP  Promesa De Pago;7830.16;BT;2013;CEF;C00442;0
<=10;0;<24, 48];Febrero;128.49;0;0;7/02/2014;16;MCT  Msj Con Terceros;3022.78;BT;2013;CNE;C00443;0
<=10;0;<24, 48];Febrero;1024.51;2226.85;1203.38;18/02/2014;16;MCE  Msj Con Empleada;34530.6;BT;2013;CNE;C00444;0
>10;0;>48;Febrero;1500.75;0;0;4/02/2014;15;MCT  Msj Con Terceros;47246;BT;2012;CNE;C00445;0
<=10;0;<24, 48];Febrero;97.97;308.86;312.91;3/02/2014;12;PDP  Promesa De Pago;27129.2;BT;2013;CEF;C00448;0
>10;0;<24, 48];Febrero;739.32;740.13;0.53;3/02/2014;12;MCT  Msj Con Terceros;17048;BT;2012;CNE;C00449;0
>10;0;<24, 48];Febrero;545.55;0;0;11/02/2014;17;PDP  Promesa De Pago;9845.34;BT;2011;CEF;C00450;0
>10;0;<24, 48];Febrero;271.37;0;700.92;7/02/2014;13;MCT  Msj Con Terceros;14643.7;BT;2012;CNE;C00451;0
<=10;0;>48;Febrero;361.99;0;301.06;3/02/2014;15;TAT  Tratamiento al Titu;10902.8;BT;2013;CEF;C00452;0
<=10;0;<24, 48];Febrero;225.56;451.81;449.29;26/02/2014;9;MCF  Msj Con Familiar;3779.86;BT;2012;CNE;C00453;0
<=10;0;<24, 48];Febrero;316.67;0;0;3/02/2014;14;TELF. NO CORRESPONDE;2576.16;BT;2011;CNE;C00454;0
<=10;0;>48;Febrero;2149.33;0;0;4/02/2014;7;MCE  Msj Con Empleada;21102.3;BT;2012;CNE;C00455;1
>10;0;<24, 48];Febrero;965.82;0;0;12/02/2014;19;TELF. NO CORRESPONDE;2888.07;BT;2010;CNE;C00456;1
>10;0;<24, 48];Febrero;242.03;0;1962.63;3/02/2014;16;PDP  Promesa De Pago;32257.2;BT;2012;CEF;C00457;0
>10;0;<24, 48];Febrero;574.26;190.73;89.22;11/02/2014;14;MCT  Msj Con Terceros;2943.04;BT;2011;CNE;C00460;1
>10;0;<24, 48];Febrero;2176.63;0;0;28/02/2014;8;TAT  Tratamiento al Titu;22296.5;BT;2011;CEF;C00462;1
<=10;0;<24, 48];Febrero;1414.43;0;0;10/02/2014;13;MCF  Msj Con Familiar;15930.3;BT;2012;CNE;C00463;1
<=10;0;<=24;Febrero;1284.69;0;0;5/02/2014;9;RPP  Recordar Promesa;19197.1;BT;2013;CEF;C00464;0
<=10;0;<24, 48];Febrero;1066.75;0;0;4/02/2014;14;TELF. NO CORRESPONDE;10520.8;BT;2013;CNE;C00465;1
<=10;0;<24, 48];Febrero;249.29;241.49;236.18;3/02/2014;13;PDP  Promesa De Pago;4549.39;BT;2013;CEF;C00467;0
<=10;0;<24, 48];Febrero;557.63;307.6;2.29;4/02/2014;13;PAR  Promesa Parcial;16380.4;BT;2012;CEF;C00468;0
>10;0;<24, 48];Febrero;177.22;177.69;355.85;25/02/2014;9;TELF. NO CORRESPONDE;1004.54;BT;2011;CNE;C00469;0
<=10;0;<24, 48];Febrero;231.83;0;231.85;20/02/2014;9;TELF. NO CORRESPONDE;5737.77;BT;2013;CNE;C00472;0
>10;0;>48;Febrero;313.88;0;0;21/02/2014;9;MCF  Msj Con Familiar;8982.98;BT;2011;CNE;C00473;0
<=10;0;<24, 48];Febrero;847.28;1699.43;2561.64;21/02/2014;7;TAT  Tratamiento al Titu;16486.4;BT;2012;CEF;C00474;0
>10;0;>48;Febrero;504.67;0;0;17/02/2014;14;MCT  Msj Con Terceros;8950.87;BT;2011;CNE;C00476;0
>10;0;<24, 48];Febrero;544.12;0;0;3/02/2014;9;MCT  Msj Con Terceros;6054.33;BT;2011;CNE;C00477;0
<=10;0;>48;Febrero;343.54;244.43;588.79;28/02/2014;9;MCT  Msj Con Terceros;8516.9;BT;2013;CNE;C00478;0
>10;0;<24, 48];Febrero;1025.4;1008.33;2046.9;25/02/2014;15;TAT  Tratamiento al Titu;19176;BT;2012;CEF;C00479;0
<=10;0;>48;Febrero;1997.11;1979.67;1979.67;18/02/2014;10;MCT  Msj Con Terceros;79489;BT;2013;CNE;C00481;0
<=10;0;<24, 48];Febrero;838.15;414.26;833.86;26/02/2014;20;MCF  Msj Con Familiar;9279.25;BT;2013;CNE;C00483;1
>10;0;>48;Febrero;927.1;0;0;4/02/2014;13;PDP  Promesa De Pago;18988.6;BT;2011;CEF;C00486;0
>10;0;<24, 48];Febrero;275.81;272;548.65;28/02/2014;16;MCF  Msj Con Familiar;1344.44;BT;2011;CNE;C00488;0
<=10;0;<24, 48];Febrero;1023.53;2056.23;1036;25/02/2014;11;MCT  Msj Con Terceros;19387.6;BT;2011;CNE;C00490;0
>10;0;<24, 48];Febrero;1568.41;0;0;20/02/2014;15;PDP  Promesa De Pago;23078.6;BT;2012;CEF;C00493;0
>10;0;<24, 48];Febrero;207.39;445.07;0;27/02/2014;11;MCS  Msj Con Secretaria;9483.94;BT;2012;CNE;C00494;0
<=10;1;<24, 48];Febrero;245.92;48.19;225.77;21/02/2014;15;MCT  Msj Con Terceros;6921.28;BT;2013;CNE;C00496;0
<=10;0;<24, 48];Febrero;140.68;229.9;270.26;7/02/2014;7;TAT  Tratamiento al Titu;9776;BT;2012;CEF;C00498;0
>10;0;<24, 48];Febrero;1455.74;1558.49;0;10/02/2014;14;RPP  Recordar Promesa;2918.27;BT;2011;CEF;C00500;0
>10;0;<24, 48];Febrero;440.57;11.6;0;18/02/2014;16;TAT  Tratamiento al Titu;5696.02;BT;2011;CEF;C00501;0
<=10;0;<24, 48];Febrero;841.71;0;0;3/02/2014;10;TELF. NO CORRESPONDE;15263.2;BT;2012;CNE;C00503;0
<=10;0;<=24;Febrero;875.23;0;0;24/02/2014;18;MCT  Msj Con Terceros;874.27;BT;2014;CNE;C00505;0
<=10;0;<24, 48];Febrero;811.74;0;0;6/02/2014;8;PDP  Promesa De Pago;20445.9;BT;2013;CEF;C00506;0
>10;0;>48;Febrero;252.67;449.4;0;10/02/2014;12;PDP  Promesa De Pago;14301.2;BT;2011;CEF;C00507;0
>10;0;<=24;Febrero;52.32;1040.14;164.05;4/02/2014;16;MCF  Msj Con Familiar;2755.77;BT;2012;CNE;C00508;0
