edad ;trabajo;estado civil;nivel educación;Credito_default;balance_anual;Prestamo_vivienda;Prestamo_personal;contacto;contacto_diaU;Contacto_mesU;Duración_contactoU;Nro_contactosCampaña;Veces_contatado;y
36;servicios;Soltero;Secundaria;Si;62;Si;no;Desconocido;5;may;215;2;0;Si
53;servicios;Casado;Secundaria;Si;257;Si;no;Desconocido;5;may;209;2;0;Si
50;técnico;Casado;Secundaria;Si;1234;Si;no;Desconocido;5;may;205;2;0;Si
54;Administrador;Casado;Secundaria;Si;313;Si;no;Desconocido;5;may;83;2;0;Si
55;obrero;Casado;Secundaria;Si;89;Si;no;Desconocido;5;may;106;3;0;Si
44;obrero;Casado;Secundaria;Si;129;Si;Si;Desconocido;5;may;189;2;0;Si
43;Administrador;Casado;Secundaria;Si;0;Si;no;Desconocido;5;may;105;2;0;Si
56;admin.;Casado;Secundaria;Si;353;Si;no;Desconocido;5;may;106;2;0;Si
54;técnico;Casado;Secundaria;Si;851;Si;no;Desconocido;5;may;108;2;0;Si
55;servicios;divorciado;Secundaria;Si;96;Si;Si;Desconocido;5;may;311;2;0;Si
37;servicios;divorciado;Secundaria;Si;398;Si;Si;Desconocido;5;may;214;2;0;Si
33;admin.;Soltero;Secundaria;Si;193;no;no;Desconocido;5;may;132;2;0;Si
46;admin.;Casado;Secundaria;Si;-358;Si;no;Desconocido;5;may;358;2;0;Si
36;obrero;Casado;Secundaria;Si;539;Si;Si;Desconocido;5;may;453;2;0;Si
51;técnico;Soltero;Secundaria;Si;0;Si;no;Desconocido;5;may;364;2;0;Si
40;Jubilado;Soltero;Secundaria;Si;0;no;no;Desconocido;5;may;136;2;0;Si
42;obrero;Casado;Secundaria;Si;490;Si;no;Desconocido;5;may;386;2;0;Si
51;obrero;Casado;Secundaria;Si;0;Si;no;Desconocido;5;may;173;2;0;Si
49;obrero;Casado;Secundaria;Si;403;Si;no;Desconocido;5;may;241;2;0;Si
48;Administrador;Casado;Secundaria;Si;161;Si;no;Desconocido;5;may;224;3;0;Si
32;técnico;divorciado;Secundaria;Si;2558;no;no;Desconocido;5;may;148;2;0;Si
31;admin.;Soltero;Secundaria;Si;98;Si;no;Desconocido;5;may;196;2;0;Si
55;Administrador;Soltero;Secundaria;Si;115;no;no;Desconocido;5;may;111;4;0;Si
40;obrero;Soltero;Secundaria;Si;436;Si;no;Desconocido;5;may;231;3;0;Si
47;técnico;Casado;Secundaria;Si;831;Si;no;Desconocido;5;may;316;3;0;Si
57;técnico;Casado;Secundaria;Si;206;Si;no;Desconocido;5;may;216;3;0;Si
41;obrero;Casado;Secundaria;Si;290;Si;no;Desconocido;5;may;240;2;0;Si
48;obrero;Casado;Secundaria;Si;1;no;no;Desconocido;5;may;669;3;0;Si
42;obrero;Casado;Secundaria;Si;57;Si;no;Desconocido;5;may;425;2;0;Si
30;obrero;Soltero;Secundaria;Si;-457;Si;no;Desconocido;5;may;143;2;0;Si
58;Administrador;Soltero;Secundaria;Si;1387;Si;no;Desconocido;5;may;174;5;0;Si
45;Administrador;divorciado;Secundaria;Si;24598;Si;no;Desconocido;5;may;313;3;0;Si
49;obrero;Casado;Secundaria;Si;30;Si;no;Desconocido;5;may;135;4;0;Si
42;admin.;Soltero;Secundaria;Si;1022;Si;no;Desconocido;5;may;146;2;0;Si
53;técnico;Casado;Secundaria;Si;56;Si;Si;Desconocido;5;may;152;2;0;Si
51;admin.;Soltero;Secundaria;Si;-2;no;no;Desconocido;5;may;402;3;0;Si
32;servicios;Soltero;Secundaria;Si;121;Si;no;Desconocido;5;may;213;2;0;Si
41;obrero;Soltero;Secundaria;Si;842;Si;no;Desconocido;5;may;144;3;0;Si
43;Administrador;divorciado;Secundaria;Si;693;Si;no;Desconocido;5;may;124;3;0;Si
40;obrero;divorciado;Secundaria;Si;-333;Si;no;Desconocido;5;may;183;2;0;Si
50;obrero;Casado;Secundaria;Si;1533;Si;no;Desconocido;5;may;325;2;0;Si
34;Administrador;Casado;Secundaria;Si;46;Si;no;Desconocido;5;may;39;4;0;Si
53;servicios;Casado;Secundaria;Si;18;no;no;Desconocido;5;may;503;2;0;Si
45;técnico;Casado;Secundaria;Si;44;Si;no;Desconocido;5;may;95;4;0;Si
39;obrero;Casado;Secundaria;Si;-100;Si;no;Desconocido;5;may;680;2;0;Si
44;servicios;Casado;Secundaria;Si;510;Si;no;Desconocido;5;may;421;4;0;Si
55;Administrador;Casado;Secundaria;Si;685;Si;no;Desconocido;5;may;174;3;0;Si
46;Administrador;Soltero;Secundaria;Si;187;Si;no;Desconocido;5;may;113;2;0;Si
45;obrero;Casado;Secundaria;Si;66;Si;no;Desconocido;5;may;808;2;0;Si
34;admin.;Casado;Secundaria;Si;560;Si;no;Desconocido;5;may;198;3;0;Si
36;obrero;Casado;Secundaria;Si;0;Si;no;Desconocido;5;may;195;2;0;Si
59;desconocido;divorciado;Secundaria;Si;27;no;no;Desconocido;5;may;347;3;0;Si
31;admin.;Soltero;Secundaria;Si;12;Si;no;Desconocido;5;may;208;2;0;Si
44;obrero;Soltero;Secundaria;Si;34;Si;no;Desconocido;5;may;404;4;0;Si
33;empresario;Soltero;Secundaria;Si;1068;Si;no;Desconocido;5;may;396;2;0;Si
40;obrero;Casado;Secundaria;Si;211;Si;no;Desconocido;5;may;216;4;0;Si
46;admin.;Soltero;Secundaria;Si;377;Si;no;Desconocido;5;may;98;2;0;Si
48;Administrador;Casado;Secundaria;Si;263;Si;no;Desconocido;5;may;350;2;0;Si
42;servicios;Casado;Secundaria;Si;1263;Si;no;Desconocido;6;may;114;2;0;Si
27;servicios;Casado;Secundaria;Si;8;Si;no;Desconocido;6;may;88;3;0;Si
48;admin.;Casado;Secundaria;Si;126;Si;Si;Desconocido;6;may;379;2;0;Si
59;admin.;Casado;Secundaria;Si;230;Si;no;Desconocido;6;may;190;3;0;Si
46;técnico;Casado;Secundaria;Si;841;Si;no;Desconocido;6;may;158;1;0;Si
38;admin.;divorciado;Secundaria;Si;308;Si;no;Desconocido;6;may;102;1;0;Si
43;Administrador;divorciado;Secundaria;Si;1;Si;no;Desconocido;6;may;306;1;0;Si
38;admin.;divorciado;Secundaria;Si;86;Si;no;Desconocido;6;may;218;1;0;Si
23;estudiante;Soltero;Secundaria;Si;157;Si;no;Desconocido;6;may;54;1;0;Si
34;servicios;Casado;Secundaria;Si;22;Si;no;Desconocido;6;may;344;1;0;Si
38;admin.;Casado;Secundaria;Si;46;Si;Si;Desconocido;6;may;195;1;0;Si
37;obrero;Casado;Secundaria;Si;1293;no;no;Desconocido;6;may;652;1;0;Si
25;admin.;Soltero;Secundaria;Si;122;Si;no;Desconocido;6;may;286;1;0;Si
48;obrero;Casado;Secundaria;Si;131;Si;no;Desconocido;6;may;189;1;0;Si
49;obrero;Soltero;Secundaria;Si;143;Si;no;Desconocido;6;may;83;1;0;Si
38;admin.;Soltero;Secundaria;Si;393;no;no;Desconocido;6;may;184;2;0;Si
43;obrero;Casado;Secundaria;Si;98;Si;no;Desconocido;6;may;235;1;0;Si
33;Administrador;Casado;Secundaria;Si;0;Si;no;Desconocido;6;may;290;1;0;Si
55;obrero;Casado;Secundaria;Si;224;Si;no;Desconocido;6;may;232;1;0;Si
38;obrero;Casado;Secundaria;Si;757;Si;no;Desconocido;6;may;133;1;0;Si
49;servicios;Casado;Secundaria;Si;245;Si;Si;Desconocido;6;may;318;1;0;Si
40;Administrador;Casado;Secundaria;Si;8486;no;no;Desconocido;6;may;260;3;0;Si
43;admin.;Casado;Secundaria;Si;350;no;no;Desconocido;6;may;437;1;0;Si
38;obrero;Casado;Secundaria;Si;20;Si;no;Desconocido;6;may;402;1;0;Si
58;servicios;Casado;Secundaria;Si;1667;Si;Si;Desconocido;6;may;85;1;0;Si
57;técnico;Casado;Secundaria;Si;345;Si;no;Desconocido;6;may;125;1;0;Si
32;desempleado;Casado;Secundaria;Si;10;Si;no;Desconocido;6;may;501;4;0;Si
56;Administrador;Casado;Secundaria;Si;830;Si;Si;Desconocido;6;may;1201;1;0;Si
58;obrero;divorciado;Secundaria;Si;29;Si;no;Desconocido;6;may;253;1;0;Si
60;Jubilado;divorciado;Secundaria;Si;545;Si;no;Desconocido;6;may;1030;1;0;Si
37;técnico;Casado;Secundaria;Si;8730;Si;no;Desconocido;6;may;149;1;0;Si
46;técnico;divorciado;Secundaria;Si;477;Si;no;Desconocido;6;may;114;1;0;Si
27;admin.;Casado;Secundaria;Si;4;Si;no;Desconocido;6;may;243;1;0;Si
43;obrero;Casado;Secundaria;Si;1205;Si;no;Desconocido;6;may;769;2;0;Si
32;técnico;Soltero;Secundaria;Si;0;Si;Si;Desconocido;6;may;135;3;0;Si
40;admin.;Soltero;Secundaria;Si;263;Si;no;Desconocido;6;may;231;1;0;Si
38;admin.;Casado;Secundaria;Si;1;no;no;Desconocido;6;may;76;1;0;Si
34;obrero;Casado;Secundaria;Si;283;no;Si;Desconocido;6;may;199;1;0;Si
47;obrero;Casado;Secundaria;Si;206;Si;no;Desconocido;6;may;152;1;0;Si
42;Empleada Hogar;Casado;Secundaria;Si;17;Si;no;Desconocido;6;may;124;1;0;Si
48;técnico;Casado;Secundaria;Si;141;Si;Si;Desconocido;6;may;424;1;0;Si
29;Independiente;Soltero;Secundaria;Si;16;Si;no;Desconocido;6;may;43;1;0;Si
50;servicios;Casado;Secundaria;Si;206;Si;no;Desconocido;6;may;154;1;0;Si
52;técnico;Casado;Secundaria;Si;7;no;no;Desconocido;6;may;203;2;0;Si
50;Administrador;Casado;Secundaria;Si;0;no;no;Desconocido;6;may;326;1;0;Si
58;Jubilado;Casado;Secundaria;Si;0;no;no;Desconocido;6;may;393;1;0;Si
46;obrero;divorciado;Secundaria;Si;1927;Si;no;Desconocido;6;may;241;3;0;Si
38;técnico;Casado;Secundaria;Si;284;Si;no;Desconocido;6;may;483;1;0;Si
46;obrero;Casado;Secundaria;Si;1660;Si;no;Desconocido;6;may;259;1;0;Si
32;servicios;Soltero;Secundaria;Si;406;Si;no;Desconocido;6;may;227;1;0;Si
51;obrero;Casado;Secundaria;Si;230;Si;no;Desconocido;6;may;673;1;0;Si
39;admin.;Soltero;Secundaria;Si;-25;Si;no;Desconocido;6;may;576;1;0;Si
48;admin.;Casado;Secundaria;Si;182;Si;no;Desconocido;6;may;180;2;0;Si
36;empresario;Casado;Secundaria;Si;1169;Si;no;Desconocido;6;may;168;2;0;Si
34;admin.;divorciado;Secundaria;Si;67;Si;no;Desconocido;6;may;90;1;0;Si
40;técnico;Casado;Secundaria;Si;77;no;no;Desconocido;6;may;505;1;0;Si
43;desempleado;Casado;Secundaria;Si;0;Si;no;Desconocido;6;may;245;1;0;Si
52;obrero;divorciado;Secundaria;Si;55;Si;Si;Desconocido;6;may;186;1;0;Si
33;técnico;Casado;Secundaria;Si;72;Si;no;Desconocido;6;may;623;1;0;Si
49;Administrador;Soltero;Secundaria;Si;163;Si;no;Desconocido;6;may;496;3;0;Si
32;Administrador;Soltero;Secundaria;Si;151;Si;no;Desconocido;6;may;118;1;0;Si
39;admin.;Soltero;Secundaria;Si;113;Si;no;Desconocido;6;may;342;1;0;Si
40;obrero;Casado;Secundaria;Si;0;Si;no;Desconocido;6;may;225;1;0;Si
38;técnico;Soltero;Secundaria;Si;9;Si;no;Desconocido;6;may;185;3;0;Si
43;Administrador;Casado;Secundaria;Si;375;Si;no;Desconocido;6;may;196;2;0;Si
39;servicios;Casado;Secundaria;Si;1142;Si;no;Desconocido;6;may;276;1;0;Si
54;obrero;Casado;Secundaria;Si;2102;Si;no;Desconocido;6;may;76;1;0;Si
38;técnico;Soltero;Secundaria;Si;4325;Si;no;Desconocido;6;may;87;1;0;Si
40;obrero;Casado;Secundaria;Si;217;Si;no;Desconocido;6;may;195;1;0;Si
55;admin.;Casado;Secundaria;Si;131;Si;no;Desconocido;6;may;744;1;0;Si
42;Administrador;Casado;Secundaria;Si;1680;Si;no;Desconocido;6;may;765;1;0;Si
39;obrero;Casado;Secundaria;Si;0;Si;no;Desconocido;6;may;262;1;0;Si
40;obrero;Casado;Secundaria;Si;46;Si;no;Desconocido;6;may;119;1;0;Si
32;obrero;Casado;Secundaria;Si;320;Si;no;Desconocido;6;may;198;2;0;Si
55;admin.;Casado;Secundaria;Si;183;Si;no;Desconocido;6;may;150;1;0;Si
45;obrero;Casado;Secundaria;Si;39;no;no;Desconocido;6;may;241;1;0;Si
35;Administrador;Soltero;Secundaria;Si;560;Si;no;Desconocido;6;may;181;1;0;Si
58;técnico;divorciado;Secundaria;Si;469;no;no;Desconocido;6;may;196;1;0;Si
35;admin.;Casado;Secundaria;Si;530;Si;no;Desconocido;6;may;149;1;0;Si
49;servicios;Casado;Secundaria;Si;61;Si;no;Desconocido;6;may;246;1;0;Si
34;técnico;Soltero;Secundaria;Si;242;Si;no;Desconocido;6;may;112;1;0;Si
36;obrero;Casado;Secundaria;Si;139;Si;no;Desconocido;6;may;309;2;0;Si
24;Independiente;Soltero;Secundaria;Si;0;Si;no;Desconocido;6;may;278;1;0;Si
34;técnico;Casado;Secundaria;Si;367;Si;no;Desconocido;6;may;140;1;0;Si
51;admin.;divorciado;Secundaria;Si;228;Si;no;Desconocido;6;may;136;1;0;Si
39;técnico;Soltero;Secundaria;Si;45248;Si;no;Desconocido;6;may;1623;1;0;Si
50;Independiente;Casado;Secundaria;Si;-84;Si;no;Desconocido;6;may;101;1;0;Si
32;servicios;Soltero;Secundaria;Si;310;Si;no;Desconocido;6;may;144;1;0;Si
42;obrero;Casado;Secundaria;Si;132;Si;no;Desconocido;6;may;238;1;0;Si
50;técnico;Casado;Secundaria;Si;797;Si;no;Desconocido;6;may;354;1;0;Si
40;servicios;Casado;Secundaria;Si;71;no;no;Desconocido;6;may;79;1;0;Si
46;Administrador;divorciado;Secundaria;Si;2;Si;no;Desconocido;6;may;187;1;0;Si
37;Administrador;Casado;Secundaria;Si;231;Si;Si;Desconocido;6;may;451;2;0;Si
34;obrero;Casado;Secundaria;Si;270;Si;Si;Desconocido;6;may;159;1;0;Si
44;obrero;Casado;Secundaria;Si;274;Si;Si;Desconocido;6;may;409;1;0;Si
40;admin.;Soltero;Secundaria;Si;-109;Si;Si;Desconocido;6;may;170;1;0;Si
37;técnico;Casado;Secundaria;Si;1;Si;no;Desconocido;6;may;608;1;0;Si
33;obrero;Soltero;Secundaria;Si;-60;no;no;Desconocido;6;may;243;1;0;Si
35;obrero;Casado;Secundaria;Si;89;Si;no;Desconocido;6;may;145;2;0;Si
58;obrero;divorciado;Secundaria;Si;-11;no;no;Desconocido;6;may;112;1;0;Si
39;obrero;Casado;Secundaria;Si;0;Si;no;Desconocido;6;may;262;2;0;Si
43;obrero;Casado;Secundaria;Si;-509;Si;no;Desconocido;6;may;124;1;0;Si
39;desempleado;Casado;Secundaria;Si;408;Si;no;Desconocido;6;may;53;1;0;Si
36;servicios;Soltero;Secundaria;Si;58;Si;no;Desconocido;6;may;134;1;0;Si
57;Jubilado;Soltero;Secundaria;Si;1640;no;Si;Desconocido;6;may;204;4;0;Si
36;admin.;Soltero;Secundaria;Si;20;Si;no;Desconocido;6;may;186;1;0;Si
50;obrero;Casado;Secundaria;Si;71;Si;no;Desconocido;6;may;678;1;0;Si
55;obrero;Casado;Secundaria;Si;52;Si;no;Desconocido;6;may;182;1;0;Si
44;Independiente;Casado;Secundaria;Si;292;Si;no;Desconocido;6;may;162;1;0;Si
44;servicios;divorciado;Secundaria;Si;424;Si;no;Desconocido;6;may;27;1;0;Si
39;Empleada Hogar;Soltero;Secundaria;Si;109;Si;no;Desconocido;6;may;699;3;0;Si
46;obrero;Casado;Secundaria;Si;1044;Si;no;Desconocido;6;may;43;1;0;Si
39;obrero;Casado;Secundaria;Si;983;Si;no;Desconocido;6;may;97;1;0;Si
34;admin.;Casado;Secundaria;Si;869;no;no;Desconocido;6;may;1677;1;0;Si
40;obrero;Casado;Secundaria;Si;668;Si;no;Desconocido;6;may;283;2;0;Si
50;Administrador;Casado;Secundaria;Si;964;Si;no;Desconocido;6;may;323;1;0;Si
31;Administrador;Soltero;Secundaria;Si;301;Si;no;Desconocido;6;may;82;1;0;Si
37;admin.;Soltero;Secundaria;Si;140;Si;no;Desconocido;6;may;310;1;0;Si
39;Administrador;Soltero;Secundaria;Si;1877;Si;no;Desconocido;6;may;185;1;0;Si
51;obrero;Casado;Secundaria;Si;1127;Si;no;Desconocido;6;may;47;1;0;Si
41;técnico;Casado;Secundaria;Si;871;Si;no;Desconocido;6;may;145;1;0;Si
41;técnico;Casado;Secundaria;Si;767;Si;Si;Desconocido;6;may;204;1;0;Si
43;obrero;Casado;Secundaria;Si;0;no;no;Desconocido;6;may;187;1;0;Si
30;servicios;Soltero;Secundaria;Si;209;Si;no;Desconocido;6;may;30;2;0;Si
54;Administrador;divorciado;Secundaria;Si;0;no;no;Desconocido;6;may;472;1;0;Si
43;obrero;divorciado;Secundaria;Si;110;Si;Si;Desconocido;6;may;448;1;0;Si
59;Administrador;divorciado;Secundaria;Si;-76;Si;Si;Desconocido;6;may;264;1;0;Si
47;técnico;Casado;Secundaria;Si;178;Si;no;Desconocido;6;may;169;1;0;Si
40;obrero;Casado;Secundaria;Si;-66;Si;no;Desconocido;6;may;288;1;0;Si
32;técnico;Casado;Secundaria;Si;0;Si;no;Desconocido;6;may;176;2;0;Si
29;obrero;Casado;Secundaria;Si;1;Si;no;Desconocido;6;may;215;1;0;Si
36;obrero;Casado;Secundaria;Si;0;Si;no;Desconocido;6;may;337;1;0;Si
55;desempleado;Casado;Secundaria;Si;5345;no;no;Desconocido;6;may;278;1;0;Si
30;obrero;divorciado;Secundaria;Si;-209;Si;no;Desconocido;6;may;188;2;0;Si
39;admin.;Soltero;Secundaria;Si;0;Si;no;Desconocido;6;may;174;2;0;Si
39;obrero;divorciado;Secundaria;Si;42;Si;no;Desconocido;6;may;226;2;0;Si
50;obrero;divorciado;Secundaria;Si;41;Si;no;Desconocido;6;may;190;1;0;Si
44;obrero;Casado;Secundaria;Si;-99;Si;no;Desconocido;6;may;111;2;0;Si
37;técnico;Soltero;Secundaria;Si;17;Si;no;Desconocido;6;may;164;1;0;Si
46;admin.;Casado;Secundaria;Si;276;Si;Si;Desconocido;6;may;157;2;0;Si
32;técnico;Soltero;Secundaria;Si;-170;no;no;Desconocido;6;may;46;1;0;Si
37;Administrador;Soltero;Secundaria;Si;230;Si;Si;Desconocido;6;may;374;1;0;Si
29;obrero;Casado;Secundaria;Si;9;Si;no;Desconocido;6;may;349;1;0;Si
41;obrero;Casado;Secundaria;Si;946;Si;no;Desconocido;6;may;325;1;0;Si
45;obrero;Casado;Secundaria;Si;1297;Si;no;Desconocido;6;may;233;2;0;Si
57;Jubilado;divorciado;Secundaria;Si;-331;Si;no;Desconocido;6;may;531;1;0;Si
48;obrero;Soltero;Secundaria;Si;44;Si;no;Desconocido;6;may;153;1;0;Si
60;Jubilado;Casado;Secundaria;Si;15;no;no;Desconocido;6;may;80;1;0;Si
26;admin.;Soltero;Secundaria;Si;712;Si;no;Desconocido;6;may;232;1;0;Si
58;Jubilado;Casado;Secundaria;Si;5435;Si;no;Desconocido;6;may;118;1;0;Si
34;admin.;Casado;Secundaria;Si;507;Si;no;Desconocido;6;may;190;1;0;Si
55;desempleado;divorciado;Secundaria;Si;387;Si;no;Desconocido;6;may;918;1;0;Si
41;obrero;Casado;Secundaria;Si;0;Si;Si;Desconocido;6;may;238;1;0;Si
50;Administrador;divorciado;Secundaria;Si;1716;Si;no;Desconocido;6;may;82;1;0;Si
49;empresario;Casado;Secundaria;Si;167;Si;Si;Desconocido;6;may;198;3;0;Si
44;admin.;Casado;Secundaria;Si;40;no;Si;Desconocido;6;may;160;2;0;Si
44;obrero;Casado;Secundaria;Si;148;Si;no;Desconocido;6;may;211;1;0;Si
31;técnico;Casado;Secundaria;Si;17;Si;Si;Desconocido;6;may;120;1;0;Si
34;obrero;Soltero;Secundaria;Si;1011;Si;no;Desconocido;6;may;136;1;0;Si
46;Administrador;Soltero;Secundaria;Si;1527;Si;no;Desconocido;6;may;269;1;0;Si
42;Administrador;Casado;Secundaria;Si;744;no;no;Desconocido;6;may;157;1;0;Si
52;admin.;Casado;Secundaria;Si;484;Si;no;Desconocido;6;may;128;1;0;Si
29;Administrador;Soltero;Secundaria;Si;0;Si;no;Desconocido;6;may;211;1;0;Si
53;Jubilado;Casado;Secundaria;Si;136;Si;no;Desconocido;6;may;267;2;0;Si
43;obrero;Casado;Secundaria;Si;1335;Si;no;Desconocido;6;may;371;2;0;Si
38;Administrador;Casado;Secundaria;Si;517;Si;no;Desconocido;6;may;288;2;0;Si
46;Administrador;Casado;Secundaria;Si;459;Si;no;Desconocido;6;may;221;1;0;Si
48;Administrador;divorciado;Secundaria;Si;549;Si;no;Desconocido;6;may;427;1;0;Si
30;admin.;divorciado;Secundaria;Si;83;Si;Si;Desconocido;6;may;310;1;0;Si
44;obrero;Casado;Secundaria;Si;213;no;no;Desconocido;6;may;158;1;0;Si
31;Empleada Hogar;Casado;Secundaria;Si;203;Si;no;Desconocido;6;may;604;3;0;Si
42;servicios;Soltero;Secundaria;Si;518;Si;no;Desconocido;6;may;198;1;0;Si
40;Administrador;Soltero;Secundaria;Si;3877;Si;no;Desconocido;6;may;145;1;0;Si
52;admin.;Casado;Secundaria;Si;1236;Si;no;Desconocido;6;may;247;1;0;Si
45;obrero;divorciado;Secundaria;Si;756;Si;no;Desconocido;6;may;179;2;0;Si
48;obrero;Casado;Secundaria;Si;157;Si;no;Desconocido;6;may;73;1;0;Si
45;obrero;Casado;Secundaria;Si;-66;Si;no;Desconocido;6;may;263;2;0;Si
34;obrero;Casado;Secundaria;Si;245;Si;no;Desconocido;6;may;13;1;0;Si
34;obrero;Casado;Secundaria;Si;-144;Si;no;Desconocido;6;may;79;2;0;Si
46;obrero;Casado;Secundaria;Si;71;Si;no;Desconocido;6;may;416;1;0;Si
49;servicios;divorciado;Secundaria;Si;505;Si;no;Desconocido;6;may;162;1;0;Si
50;técnico;Casado;Secundaria;Si;249;Si;no;Desconocido;6;may;129;1;0;Si
34;admin.;Soltero;Secundaria;Si;0;Si;no;Desconocido;6;may;150;1;0;Si
40;desempleado;Soltero;Secundaria;Si;11;Si;no;Desconocido;6;may;43;1;0;Si
36;admin.;Casado;Secundaria;Si;639;Si;no;Desconocido;6;may;191;1;0;Si
59;obrero;divorciado;Secundaria;Si;124;Si;no;Desconocido;6;may;26;1;0;Si
45;obrero;Casado;Secundaria;Si;82;Si;no;Desconocido;6;may;250;1;0;Si
36;Independiente;Casado;Secundaria;Si;107;Si;no;Desconocido;6;may;146;1;0;Si
56;servicios;Casado;Secundaria;Si;473;Si;no;Desconocido;6;may;416;1;0;Si
42;servicios;divorciado;Secundaria;Si;372;Si;Si;Desconocido;6;may;121;2;0;Si
30;admin.;Casado;Secundaria;Si;46;Si;no;Desconocido;6;may;114;2;0;Si
30;estudiante;Soltero;Secundaria;Si;34;Si;no;Desconocido;6;may;289;1;0;Si
47;Independiente;Casado;Secundaria;Si;935;Si;no;Desconocido;6;may;225;1;0;Si
33;obrero;Casado;Secundaria;Si;-10;Si;no;Desconocido;6;may;123;1;0;Si
36;admin.;Casado;Secundaria;Si;-106;Si;no;Desconocido;6;may;130;2;0;Si
39;servicios;divorciado;Secundaria;Si;471;Si;no;Desconocido;6;may;161;2;0;Si
56;admin.;divorciado;Secundaria;Si;778;Si;no;Desconocido;6;may;149;2;0;Si
39;obrero;divorciado;Secundaria;Si;170;Si;no;Desconocido;6;may;268;2;0;Si
42;técnico;Casado;Secundaria;Si;315;Si;no;Desconocido;6;may;259;2;0;Si
52;obrero;Casado;Secundaria;Si;3165;no;no;Desconocido;6;may;26;1;0;Si
36;admin.;divorciado;Secundaria;Si;131;Si;no;Desconocido;6;may;153;1;0;Si
35;empresario;Casado;Secundaria;Si;204;Si;no;Desconocido;6;may;424;2;0;Si
47;técnico;Casado;Secundaria;Si;83;Si;no;Desconocido;6;may;179;2;0;Si
59;servicios;divorciado;Secundaria;Si;0;Si;Si;Desconocido;6;may;97;1;0;Si
57;obrero;Casado;Secundaria;Si;5431;Si;Si;Desconocido;6;may;383;1;0;Si
38;Administrador;Casado;Secundaria;Si;1759;Si;no;Desconocido;6;may;440;1;0;Si
46;desempleado;Casado;Secundaria;Si;-125;Si;no;Desconocido;6;may;23;1;0;Si
34;obrero;Casado;Secundaria;Si;0;no;no;Desconocido;6;may;195;1;0;Si
28;servicios;Soltero;Secundaria;Si;5090;Si;no;Desconocido;6;may;1297;3;0;Si
38;técnico;Casado;Secundaria;Si;573;Si;no;Desconocido;6;may;87;1;0;Si
56;obrero;Casado;Secundaria;Si;1602;Si;no;Desconocido;6;may;427;1;0;Si
41;obrero;Soltero;Secundaria;Si;-137;Si;Si;Desconocido;6;may;189;1;0;Si
52;técnico;Casado;Secundaria;Si;0;no;no;Desconocido;6;may;195;1;0;Si
54;servicios;Casado;Secundaria;Si;193;no;no;Desconocido;6;may;179;1;0;Si
61;Jubilado;Casado;Secundaria;Si;195;Si;Si;Desconocido;6;may;179;1;0;Si
53;empresario;Casado;Secundaria;Si;288;no;no;Desconocido;6;may;69;1;0;Si
47;técnico;Casado;Secundaria;Si;19;Si;no;Desconocido;6;may;105;2;0;Si
53;obrero;Casado;Secundaria;Si;25;Si;no;Desconocido;6;may;266;3;0;Si
46;servicios;Casado;Secundaria;Si;216;Si;no;Desconocido;6;may;524;2;0;Si
39;obrero;divorciado;Secundaria;Si;190;Si;Si;Desconocido;6;may;96;2;0;Si
56;técnico;divorciado;Secundaria;Si;99;Si;no;Desconocido;6;may;155;2;0;Si
55;servicios;divorciado;Secundaria;Si;2298;Si;no;Desconocido;6;may;162;2;0;Si
44;Administrador;Casado;Secundaria;Si;17;Si;no;Desconocido;6;may;352;2;0;Si
37;técnico;Casado;Secundaria;Si;0;Si;no;Desconocido;6;may;76;4;0;Si
35;obrero;Casado;Secundaria;Si;0;Si;no;Desconocido;6;may;154;2;0;Si
55;obrero;Casado;Secundaria;Si;840;Si;no;Desconocido;6;may;310;2;0;Si
37;servicios;Casado;Secundaria;Si;358;Si;no;Desconocido;6;may;390;3;0;Si
30;técnico;Soltero;Secundaria;Si;0;Si;no;Desconocido;6;may;369;1;0;Si
37;obrero;Casado;Secundaria;Si;-325;Si;Si;Desconocido;6;may;112;2;0;Si
36;técnico;Soltero;Secundaria;Si;-15;Si;no;Desconocido;6;may;341;3;0;Si
38;técnico;Casado;Secundaria;Si;581;Si;no;Desconocido;6;may;79;1;0;Si
41;admin.;divorciado;Secundaria;Si;4070;Si;no;Desconocido;6;may;140;2;0;Si
48;Jubilado;Casado;Secundaria;Si;74;no;Si;Desconocido;6;may;315;1;0;Si
55;servicios;divorciado;Secundaria;Si;141;Si;no;Desconocido;6;may;262;2;0;Si
28;servicios;divorciado;Secundaria;Si;89;no;no;Desconocido;6;may;174;2;0;Si
54;servicios;Casado;Secundaria;Si;0;Si;no;Desconocido;6;may;138;3;0;Si
30;obrero;Casado;Secundaria;Si;450;no;no;Desconocido;6;may;526;2;0;Si
48;técnico;Casado;Secundaria;Si;310;no;no;Desconocido;6;may;135;1;0;Si
31;Independiente;Casado;Secundaria;Si;0;Si;no;Desconocido;6;may;36;5;0;Si
38;obrero;Casado;Secundaria;Si;384;Si;no;Desconocido;6;may;1906;3;0;Si
37;obrero;Casado;Secundaria;Si;395;Si;no;Desconocido;6;may;219;2;0;Si
37;servicios;Soltero;Secundaria;Si;-118;Si;no;Desconocido;6;may;147;2;0;Si
56;obrero;Casado;Secundaria;Si;5;Si;Si;Desconocido;6;may;407;2;0;Si
51;obrero;Casado;Secundaria;Si;50;Si;Si;Desconocido;6;may;121;1;0;Si
